"","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"47","ASV_81","Low","947086","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Cephaloidophoridae","Cephaloidophora","Cephaloidophora cf. communis"
"48","ASV_82","Low","1548548","Bacteria","","Deltaproteobacteria","Bradymonadales","Bradymonadaceae","Bradymonas","Bradymonas sediminis"
"49","ASV_83","High-MH","None","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae",NA,NA
"50","ASV_84","Low","46767","Eukaryota","","Bigyra","Opalinata","Blastocystidae","Blastocystis","Blastocystis sp."
"51","ASV_87","Low","629752","Eukaryota","Cercozoa","Imbricatea","Thaumatomonadida","Thaumatomastigidae","Protaspis","Protaspis sp. CC-2009a"
"52","ASV_89","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"53","ASV_90","Low","1475470","Eukaryota","Chlorophyta","Chlorophyceae","Sphaeropleales","Neochloridaceae","Neochloris","Neochloris sp. GM4e"
"54","ASV_91","Low","1869227","Bacteria","","","","","","bacterium"
"55","ASV_94","None","None",NA,NA,NA,NA,NA,NA,NA
"56","ASV_97","High-MH","None","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA
"57","ASV_99","High-MH","None","Bacteria","Pseudomonadota","Alphaproteobacteria","Parvularculales","Parvularculaceae",NA,NA
"58","ASV_101","Low-MH-S","1295009;1406512","Archaea","Candidatus Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus",NA
"59","ASV_102","Low","2805731","Eukaryota","","","","","","Stramenopiles sp. MAST-9A-sp1"
"60","ASV_103","High-MH","None","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas",NA
"61","ASV_107","Low","42384","Eukaryota","","Hyphochytriomycetes","","Hyphochytriaceae","Hyphochytrium","Hyphochytrium catenoides"
"62","ASV_109","High","113544","Eukaryota","Chordata","Actinopteri","Osteoglossiformes","Osteoglossidae","Arapaima","Arapaima gigas"
"63","ASV_113","High","2053489","Archaea","Candidatus Lokiarchaeota","","","","","Candidatus Lokiarchaeota archaeon"
"64","ASV_115","None","None",NA,NA,NA,NA,NA,NA,NA
"65","ASV_116","Low","670520","Eukaryota","","Bigyra","Thraustochytrida","Thraustochytriaceae","Aplanochytrium","Aplanochytrium sp. S1a"
"66","ASV_117","Low","67961","Eukaryota","Rhodophyta","Florideophyceae","Thoreales","Thoreaceae","Thorea","Thorea violacea"
"67","ASV_120","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"68","ASV_122","Low","2806251","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis sp. BM-2018"
"69","ASV_124","Low","2291665","Eukaryota","Bacillariophyta","Bacillariophyceae","Cymbellales","Rhoicospheniaceae","Tursiocola","Tursiocola sp."
"70","ASV_126","Low","483369","Eukaryota","","Dictyochophyceae","Pedinellales","","","Pedinellales sp. CCMP2098"
"71","ASV_127","None","None",NA,NA,NA,NA,NA,NA,NA
"72","ASV_128","Low","2107687","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Siedleckiidae","Chattonaria","Chattonaria mesnili"
"73","ASV_129","High-MH","None","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"74","ASV_130","High-MH","None","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"75","ASV_131","Low","156121","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Nannochloris","Nannochloris sp. MBIC10091"
"76","ASV_133","Low","1234144","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","Endozoicomonas gorgoniicola"
"77","ASV_136","Low","193542","Eukaryota","","Centroplasthelida","Pterocystida","Pterocystidae","Chlamydaster","Chlamydaster sterni"
"78","ASV_137","High","2493946","Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Bovistella","Bovistella utriformis"
"79","ASV_138","None","None",NA,NA,NA,NA,NA,NA,NA
"80","ASV_139","High-MH","None","Eukaryota","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"81","ASV_141","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"82","ASV_142","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"83","ASV_145","None","None",NA,NA,NA,NA,NA,NA,NA
"84","ASV_146","Low","1866326","Bacteria","Pseudomonadota","Alphaproteobacteria","Parvularculales","Parvularculaceae","Hyphococcus","Hyphococcus flavus"
"85","ASV_148","Low","947098","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Porosporidae","Thiriotia","Thiriotia pugettiae"
"86","ASV_149","Low","672126","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium","Oblongichytrium sp. TN6"
"87","ASV_150","High-MH","None","Eukaryota",NA,NA,NA,NA,NA,NA
"88","ASV_152","Low","627966","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium","Oblongichytrium sp. PBS05"
"89","ASV_154","Low","331610","Eukaryota","Ciliophora","Spirotrichea","Urostylida","Holostichidae","Holosticha","Holosticha diademata"
"90","ASV_155","High-MH","None","Eukaryota","","Dinophyceae",NA,NA,NA,NA
"91","ASV_156","High","35684","Eukaryota","","Dictyochophyceae","Pedinellales","","Pseudopedinella","Pseudopedinella elastica"
"92","ASV_160","Low","2014757","Eukaryota","Ciliophora","Litostomatea","Haptorida","Spathidiidae","Spathidium","Spathidium papilliferum"
"93","ASV_162","High-MH","None","Eukaryota","Ciliophora","Oligohymenophorea","Hymenostomatida",NA,NA,NA
"94","ASV_163","Low","88552","Eukaryota","","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","Amoebophrya sp."
"95","ASV_165","High","404881","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Defluviimonas","Defluviimonas denitrificans"
"96","ASV_167","Low","254430","Eukaryota","","Ichthyosporea","Ichthyophonida","","Anurofeca","Anurofeca sp. LAH-2003"
"97","ASV_168","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"98","ASV_169","Low","136459","Eukaryota","Tubulinea","Elardia","Leptomyxida","Flabellulidae","Paraflabellula","Paraflabellula hoguae"
"99","ASV_170","High-MH","None","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"100","ASV_174","High","304200","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia amphibia"
"101","ASV_177","Low","629759","Eukaryota","Cercozoa","Thecofilosea","","Ebriacea","Botuliforma","Botuliforma benthica"
"102","ASV_178","Low","629759","Eukaryota","Cercozoa","Thecofilosea","","Ebriacea","Botuliforma","Botuliforma benthica"
"103","ASV_179","High-MH","None","Eukaryota","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"104","ASV_180","None","None",NA,NA,NA,NA,NA,NA,NA
"105","ASV_181","Low","2586418","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Frigidibacter","Frigidibacter sp."
"106","ASV_182","High-MH","None","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database"
"107","ASV_184","Low","2711279","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Cephaloidophoridae","Cephaloidophora","Cephaloidophora bipinnatae"
"108","ASV_186","High","92964","Eukaryota","Oomycota","","Pythiales","Pythiaceae","Pythium","Pythium monospermum"
"109","ASV_187","Low","2867026","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","Sulfitobacter sp. W074"
"110","ASV_190","Low","286727","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","Azospirillum oryzae"
"111","ASV_191","Low","2997337","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Parasedimentitalea","Parasedimentitalea sp. QS115"
"112","ASV_194","None","None",NA,NA,NA,NA,NA,NA,NA
"113","ASV_195","High","374515","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhodovibrionaceae","Pelagibius","Pelagibius litoralis"
"114","ASV_197","None","None",NA,NA,NA,NA,NA,NA,NA
"115","ASV_199","High-MH","None","Bacteria","Pseudomonadota","Gammaproteobacteria","","",NA,NA
"116","ASV_200","Low","947098","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Porosporidae","Thiriotia","Thiriotia pugettiae"
"117","ASV_203","Low","1000990","Eukaryota","Haptophyta","","Pavlovales","Pavlovaceae","Exanthemachrysis","Exanthemachrysis sp. AC245"
"118","ASV_204","High","304200","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia amphibia"
"119","ASV_209","Low-MH-S","1683266;1973260","Eukaryota","Ciliophora","Litostomatea","Haptorida","Lacrymariidae",NA,NA
"120","ASV_210","High","2053489","Archaea","Candidatus Lokiarchaeota","","","","","Candidatus Lokiarchaeota archaeon"
"121","ASV_211","Low","1629645","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Porosporidae","Thiriotia","Thiriotia sp. MS-2015"
"122","ASV_212","High","201961","Eukaryota","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidiella","Ascidiella aspersa"
"123","ASV_214","None","None",NA,NA,NA,NA,NA,NA,NA
"124","ASV_215","None","None",NA,NA,NA,NA,NA,NA,NA
"125","ASV_217","Low","1921603","Eukaryota","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","","Glomeraceae sp."
"126","ASV_218","Low","374515","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhodovibrionaceae","Pelagibius","Pelagibius litoralis"
"127","ASV_219","None","None",NA,NA,NA,NA,NA,NA,NA
"128","ASV_220","Low","2732249","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas groenlandica"
"129","ASV_222","None","None",NA,NA,NA,NA,NA,NA,NA
"130","ASV_225","High","1973086","Eukaryota","","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Spiniferites","Spiniferites ramosus"
"131","ASV_228","Low","373042","Eukaryota","Haptophyta","","Zygodiscales","Braarudosphaeraceae","Braarudosphaera","Braarudosphaera bigelowii"
"132","ASV_229","None","None",NA,NA,NA,NA,NA,NA,NA
"133","ASV_230","None","None",NA,NA,NA,NA,NA,NA,NA
"134","ASV_231","Low","464244","Eukaryota","","","","","","Stramenopile sp. RCC862"
"135","ASV_232","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"136","ASV_233","Low","2126271","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","","","Naviculales sp."
"137","ASV_234","None","None",NA,NA,NA,NA,NA,NA,NA
"138","ASV_236","None","None",NA,NA,NA,NA,NA,NA,NA
"139","ASV_237","Low","2026785","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhodobiaceae","","Rhodobiaceae bacterium"
"140","ASV_239","None","None",NA,NA,NA,NA,NA,NA,NA
"141","ASV_240","Low","2919515","Eukaryota","","Bigyra","Bicosoecida","","","Bicosoecida sp. HIYC8c1"
"142","ASV_241","Low","230409","Eukaryota","","","Pirsoniales","","Pirsonia","Pirsonia formosa"
"143","ASV_242","None","None",NA,NA,NA,NA,NA,NA,NA
"144","ASV_244","None","None",NA,NA,NA,NA,NA,NA,NA
"145","ASV_245","None","None",NA,NA,NA,NA,NA,NA,NA
"146","ASV_246","Low","1872480","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter","Altererythrobacter sp."
"147","ASV_247","Low","629759","Eukaryota","Cercozoa","Thecofilosea","","Ebriacea","Botuliforma","Botuliforma benthica"
"148","ASV_248","Low","2048283","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Thalassospira marina"
"149","ASV_251","High-MH","None","Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"150","ASV_252","Low","2810562","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfolunaceae","Desulfoluna","Desulfoluna limicola"
"151","ASV_253","Low","110316","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"152","ASV_257","None","None",NA,NA,NA,NA,NA,NA,NA
"153","ASV_258","None","None",NA,NA,NA,NA,NA,NA,NA
"154","ASV_259","None","None",NA,NA,NA,NA,NA,NA,NA
"155","ASV_261","Low","538381","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Stappia","Stappia indica"
"156","ASV_262","Low","151026","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","Cryothecomonas aestivalis"
"157","ASV_264","Low","413847","Eukaryota","Oomycota","","Lagenidiales","Haliphthoraceae","Haliphthoros","Haliphthoros sp. NJM 0443"
"158","ASV_266","Low","1982022","Eukaryota","","","","","","Stramenopiles sp."
"159","ASV_267","Low","2805731","Eukaryota","","","","","","Stramenopiles sp. MAST-9A-sp1"
"160","ASV_268","Low","1912094","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Thalassospira sp."
"161","ASV_271","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"162","ASV_272","Low","83791","Eukaryota","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","Ulva flexuosa"
"163","ASV_274","High","676789","Eukaryota","Prasinodermophyta","Prasinodermophyceae","Prasinodermales","Prasinodermaceae","Prasinoderma","Prasinoderma singulare"
"164","ASV_277","Low","637492","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia sp. JJW-2009a"
"165","ASV_278","Low","151026","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","Cryothecomonas aestivalis"
"166","ASV_279","Low","60137","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","Sulfitobacter pontiacus"
"167","ASV_280","High","2053489","Archaea","Candidatus Lokiarchaeota","","","","","Candidatus Lokiarchaeota archaeon"
"168","ASV_282","Low","741088","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","Cryothecomonas sp. APCC MC5-1Cryo"
"169","ASV_284","Low","76791","Eukaryota","","Phaeophyceae","Asterocladales","Asterocladaceae","Asterocladon","Asterocladon lobatum"
"170","ASV_286","High-MH","None","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA
"171","ASV_290","Low","1398908","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfurivibrio","Desulfurivibrio sp. AMeS2"
"172","ASV_291","High","2053489","Archaea","Candidatus Lokiarchaeota","","","","","Candidatus Lokiarchaeota archaeon"
"173","ASV_292","Low","2259673","Archaea","Nitrososphaerota","","Nitrosopumilales","Nitrosopumilaceae","Nitrosarchaeum","Nitrosarchaeum sp. AC2"
"174","ASV_293","None","None",NA,NA,NA,NA,NA,NA,NA
"175","ASV_294","None","None",NA,NA,NA,NA,NA,NA,NA
"176","ASV_295","Low","2663022","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Gracilibacillus","Gracilibacillus salitolerans"
"177","ASV_296","Low","2012228","Eukaryota","Cryptomycota","","","","","Cryptomycota sp."
"178","ASV_297","Low","1230018","Eukaryota","Ciliophora","Spirotrichea","Euplotida","Aspidiscidae","Aspidisca","Aspidisca fusca"
"179","ASV_298","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"180","ASV_299","Low","35128","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira pseudonana"
"181","ASV_301","Low","2910168","Bacteria","Gemmatimonadota","Longimicrobiia","Longimicrobiales","","","Longimicrobiales bacterium"
"182","ASV_302","Low","163604","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis exhalans"
"183","ASV_303","None","None",NA,NA,NA,NA,NA,NA,NA
"184","ASV_304","Low","589554","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Candidatus Thiosymbion","Candidatus Thiosymbion oneisti"
"185","ASV_305","Low","2053489","Archaea","Candidatus Lokiarchaeota","","","","","Candidatus Lokiarchaeota archaeon"
"186","ASV_306","Low","193542","Eukaryota","","Centroplasthelida","Pterocystida","Pterocystidae","Chlamydaster","Chlamydaster sterni"
"187","ASV_307","Low","2012228","Eukaryota","Cryptomycota","","","","","Cryptomycota sp."
"188","ASV_308","None","None",NA,NA,NA,NA,NA,NA,NA
"189","ASV_311","Low","2023682","Eukaryota","Ciliophora","Litostomatea","Haptorida","Lacrymariidae","Phialina","Phialina vertens"
"190","ASV_312","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"191","ASV_313","None","None",NA,NA,NA,NA,NA,NA,NA
"192","ASV_314","None","None",NA,NA,NA,NA,NA,NA,NA
"193","ASV_318","Low","254430","Eukaryota","","Ichthyosporea","Ichthyophonida","","Anurofeca","Anurofeca sp. LAH-2003"
"194","ASV_319","Low","4081","Eukaryota","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum lycopersicum"
"195","ASV_323","Low","2231160","Eukaryota","Cercozoa","","","Guttulinopsidae","Rosculus","Rosculus sp."
"196","ASV_325","Low","87105","Eukaryota","","Bigyra","Thraustochytrida","Thraustochytriaceae","Thraustochytrium","Thraustochytrium multirudimentale"
"197","ASV_327","High-MH","None","Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"198","ASV_328","Low","389492","Eukaryota","Streptophyta","Jungermanniopsida","Porellales","Lejeuneaceae","Cheilolejeunea","Cheilolejeunea clypeata"
"199","ASV_332","Low","136450","Eukaryota","Tubulinea","Echinamoebida","","Echinamoebidae","Echinamoeba","Echinamoeba exundans"
"200","ASV_333","None","None",NA,NA,NA,NA,NA,NA,NA
"201","ASV_335","Low","2126271","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","","","Naviculales sp."
"202","ASV_336","Low","629752","Eukaryota","Cercozoa","Imbricatea","Thaumatomonadida","Thaumatomastigidae","Protaspis","Protaspis sp. CC-2009a"
"203","ASV_337","Low","1703340","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Croceicoccus","Croceicoccus sp. Ery5"
"204","ASV_338","High-MH","None","Eukaryota","Chordata","Chondrichthyes","Myliobatiformes","Potamotrygonidae","Potamotrygon",NA
"205","ASV_339","None","None",NA,NA,NA,NA,NA,NA,NA
"206","ASV_341","None","None",NA,NA,NA,NA,NA,NA,NA
"207","ASV_342","Low","1871048","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia","Devosia sp."
"208","ASV_343","Low","981234","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","Rhogostoma","Rhogostoma sp. CCAP 1966/4"
"209","ASV_345","Low","692036","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Tuwongella","Tuwongella immobilis"
"210","ASV_346","None","None",NA,NA,NA,NA,NA,NA,NA
"211","ASV_347","High","215587","Eukaryota","","Bigyra","Thraustochytrida","Thraustochytriaceae","Aplanochytrium","Aplanochytrium stocchinoi"
"212","ASV_349","Low","2015511","Eukaryota","Euglenozoa","","Diplonemea","","","Diplonemida sp."
"213","ASV_350","Low","1852022","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Roseitalea","Roseitalea porphyridii"
"214","ASV_351","None","None",NA,NA,NA,NA,NA,NA,NA
"215","ASV_352","Low","154968","Eukaryota","","","Rotosphaerida","Nucleariidae","Nuclearia","Nuclearia delicatula"
"216","ASV_353","Low","303684","Bacteria","","","","","","bacterium Schreyahn_AOB_Sali_Kultur_19"
"217","ASV_356","High-MH","None","Eukaryota",NA,NA,NA,NA,NA,NA
"218","ASV_357","High-MH","None","Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA
"219","ASV_359","None","None",NA,NA,NA,NA,NA,NA,NA
"220","ASV_360","Low","707591","Bacteria","Pseudomonadota","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae","Kordiimonas","Kordiimonas aquimaris"
"221","ASV_362","Low","2493209","Eukaryota","Euglenozoa","Euglenida","Heteronematales","Lentomonadidae","Lentomonas","Lentomonas azurina"
"222","ASV_363","None","None",NA,NA,NA,NA,NA,NA,NA
"223","ASV_365","None","None",NA,NA,NA,NA,NA,NA,NA
"224","ASV_366","Low","154968","Eukaryota","","","Rotosphaerida","Nucleariidae","Nuclearia","Nuclearia delicatula"
"225","ASV_368","Low","2805731","Eukaryota","","","","","","Stramenopiles sp. MAST-9A-sp1"
"226","ASV_370","Low","2053489","Archaea","Candidatus Lokiarchaeota","","","","","Candidatus Lokiarchaeota archaeon"
"227","ASV_372","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"228","ASV_373","Low","2910168","Bacteria","Gemmatimonadota","Longimicrobiia","Longimicrobiales","","","Longimicrobiales bacterium"
"229","ASV_374","Low","1499263","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Iri 5/5"
"230","ASV_375","Low","113544","Eukaryota","Chordata","Actinopteri","Osteoglossiformes","Osteoglossidae","Arapaima","Arapaima gigas"
"231","ASV_376","Low","193542","Eukaryota","","Centroplasthelida","Pterocystida","Pterocystidae","Chlamydaster","Chlamydaster sterni"
