"","EUK.LH.MD9.0000.1","EUK.LH.MD9.0000.2","EUK.LH.MD9.0000.3","EUK.LH.MD9.0000.4","EUK.LH.MD9.0000.5","EUK.LH.MD9.0000.6","EUK.LH.MD9.0000.7","EUK.LH.MD9.0000.8","EUK.LH.MD9.0250.1","EUK.LH.MD9.0250.2","EUK.LH.MD9.0250.3","EUK.LH.MD9.0250.4","EUK.LH.MD9.0250.5","EUK.LH.MD9.0250.6","EUK.LH.MD9.0250.7","EUK.LH.MD9.0250.8","EUK.LH.MD9.0450.1","EUK.LH.MD9.0450.2","EUK.LH.MD9.0450.3","EUK.LH.MD9.0450.4","EUK.LH.MD9.0450.5","EUK.LH.MD9.0450.6","EUK.LH.MD9.0450.7","EUK.LH.MD9.0450.8","EUK.LH.MD9.0700.1","EUK.LH.MD9.0700.2","EUK.LH.MD9.0700.3","EUK.LH.MD9.0700.4","EUK.LH.MD9.0700.5","EUK.LH.MD9.0700.6","EUK.LH.MD9.0700.7","EUK.LH.MD9.0700.8","EUK.LH.MD9.0900.1","EUK.LH.MD9.0900.2","EUK.LH.MD9.0900.3","EUK.LH.MD9.0900.4","EUK.LH.MD9.0900.5","EUK.LH.MD9.0900.6","EUK.LH.MD9.0900.7","EUK.LH.MD9.0900.8","EUK.LH.MD9.1150.1","EUK.LH.MD9.1150.2","EUK.LH.MD9.1150.3","EUK.LH.MD9.1150.4","EUK.LH.MD9.1150.5","EUK.LH.MD9.1150.6","EUK.LH.MD9.1150.7","EUK.LH.MD9.1150.8","EUK.NM.MD9.1849.1","EUK.NM.MD9.1849.2","EUK.NM.MD9.1849.3","EUK.NM.MD9.1849.4","EUK.NM.MD9.1849.5","EUK.NM.MD9.1849.6","EUK.NM.MD9.1849.7","EUK.NM.MD9.1849.8","EUK.NM.MD9.2050.1","EUK.NM.MD9.2050.2","EUK.NM.MD9.2050.3","EUK.NM.MD9.2050.4","EUK.NM.MD9.2050.5","EUK.NM.MD9.2050.6","EUK.NM.MD9.2050.7","EUK.NM.MD9.2050.8","EUK.NM.MD9.2250.1","EUK.NM.MD9.2250.2","EUK.NM.MD9.2250.3","EUK.NM.MD9.2250.4","EUK.NM.MD9.2250.5","EUK.NM.MD9.2250.6","EUK.NM.MD9.2250.7","EUK.NM.MD9.2250.8","EUK.NM.MD9.2450.1","EUK.NM.MD9.2450.2","EUK.NM.MD9.2450.3","EUK.NM.MD9.2450.4","EUK.NM.MD9.2450.5","EUK.NM.MD9.2450.6","EUK.NM.MD9.2450.7","EUK.NM.MD9.2450.8","EUK.NM.MD9.2650.1","EUK.NM.MD9.2650.2","EUK.NM.MD9.2650.3","EUK.NM.MD9.2650.4","EUK.NM.MD9.2650.5","EUK.NM.MD9.2650.6","EUK.NM.MD9.2650.7","EUK.NM.MD9.2650.8"
"ASV_1276",0,0,0,0,0,0,0,0,16.9082125603865,9.93204391008886,15.2160681679854,22.9536595928974,25.010250102501,35.7040845472722,14.3518518518519,25.7510729613734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1278",0,0,0,0,0,0,0,0,0,0,4.56482045039562,0,0,0,0,0,0,0,3.28456255598686,0,0.314070351758794,0,0.527148128624143,0,2.59067357512953,0,3.32936979785969,2.13219616204691,3.50723366944323,0,4.9616599007668,12.3047799337435,0,1.1359333585763,0,0,5.55261766261237,0,0,1.79468772433597,26.9360269360269,5.46719681908549,0,0,0,9.76800976800977,1.13895216400911,7.59631036353771,0,0,0,0,12.3171670515781,1.05671010919338,0,5.81818181818182,6.88360450563204,0,0,0,0,0,0,0,0,0,0,0,1.86393289841566,0,0,0,46.9361147327249,0,0,0,0,56.5593087195601,0,0,2.9806259314456,18.5701021355617,0,0,2.44349419670128,0,0,0
"ASV_1279",0,0,0,0,0,0,0,0,12.6811594202899,1.56821745948772,0,3.46470333477696,7.38007380073801,9.42587832047986,0.925925925925926,8.22603719599428,0,4.87525093203327,0,0,3.29773869346734,0,0,0,5.95854922279793,0,6.65873959571938,0,0,7.54716981132075,9.4722598105548,6.38902035021297,0,0,0,0,0,0,0,0,7.21500721500721,0,0,0,15.9713168187744,16.6870166870167,10.250569476082,0,0,0,0,0,0,5.63578724903135,0,8.72727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.49796472184532,7.1694866647548,17.9157957599283,4.66744457409568,23.3982412060301,10.7405313736574,10.2793885081708,21.5221459762944,0,0.794912559618442,3.80499405469679,0,0,0,0,1.89304306672977,0,0,1.67317345231456,0,0,4.44444444444444,0,0,1.44300144300144,2.48508946322068,0,0,1.30378096479791,2.44200244200244,1.13895216400911,3.79815518176886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60756192959583,8.28729281767956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.761353517364,0,0,0,0,0
"ASV_1283",6.12939841089671,8.76680303915839,3.25251330573625,5.93432678359488,7.04529115744069,3.35570469798658,4.27012494069271,7.1394574012375,0,0,0,0,0,0,0,0,3.3921302578019,2.86779466590192,0.895789787996417,0.58343057176196,11.3065326633166,7.3487846240814,2.10859251449657,7.48596381784155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13895216400911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1284",6.58342792281498,7.5978959672706,4.73092844470727,11.3411578530924,15.9597411933861,5.59284116331096,11.0706942906848,14.4375694113914,0,0,0,0,0,0,0,0,0,0.573558933180384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1286",5.4483541430193,7.20826027664134,1.77409816676523,4.08809178425425,8.05176132278936,4.47427293064877,7.90763877906057,7.45676661907028,2.41545893719807,3.13643491897543,0,0,0.820008200082001,0,0,0,0,1.14711786636077,0,6.41773628938156,0.785175879396985,0,1.58144438587243,2.80723643169058,1.81347150259067,0,7.84780023781213,5.06396588486141,0.876808417360807,2.322206095791,6.5403698691926,1.18315191670611,0,3.02915562287013,3.34634690462911,0,0.528820729772607,0,0,0,0,0,0,0,1.62972620599739,1.62800162800163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1287",0,0,0,0,0,0,0,0,0,1.04547830632514,3.34753499695679,3.89779125162408,0.820008200082001,4.28449014567266,0,3.21888412017167,0,0.573558933180384,0,0.58343057176196,6.59547738693467,0,2.37216657880865,6.23830318153462,6.99481865284974,5.29941706412295,3.80499405469679,9.06183368869936,7.45287154756686,4.06386066763425,15.5615696887686,6.15238996687175,7.4468085106383,1.89322226429383,8.92359174567764,0,7.1390798519302,0,0,7.17875089734386,0.962000962000962,0.99403578528827,2.92740046838408,0,6.51890482398957,0,2.84738041002278,0,0,0,0,0,3.07929176289453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8507462686567,11.7579581301979,20.6031651239176,13.4189031505251,19.6293969849246,14.6975692481628,29.520295202952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77873811581677,0,22.3248652809854,38.0415639309616,0,32,0,0,0,0,0,0,0,38.1426202321725,0,0,0,0,52.1901211556384,0,0,0,52.1512385919166,33.1491712707182,70.9342560553633,0,114.583333333333,0,0,0,0,0,0,0,0,0,0,0
"ASV_1291",0,0,0,0,0,0,0,0,8.756038647343,4.18191322530058,10.3469263542301,0,0,5.71265352756355,5.09259259259259,4.29184549356223,0,21.5084599942644,21.7975515079128,10.7934655775963,20.571608040201,5.08762012436405,0,6.86213349968808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1292",5.22133938706016,17.1439703876875,13.010053222945,24.0010549914282,0,23.489932885906,3.16305551162423,3.17309217832778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1293",0,0,0,0,0,1.11856823266219,0,4.91829287640806,1.50966183574879,1.56821745948772,0,0,0,0,0,0,0,9.17694293088615,0,0,7.69472361809045,0,0,0,3.62694300518135,3.44462109167992,0,0,0,0,0,9.46521533364884,6.38297872340426,0,0,0,0,0,0,0,0,0,0,0,7.496740547588,0,14.2369020501139,29.8426478567553,0,0,0,0,10.7775211701309,0,0,3.63636363636364,31.9148936170213,0,0,0,61.7529880478088,41.0216718266254,0,9.95024875621891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1295",0,0,0,0,0,0,0,0,0,2.61369576581286,10.9555690809495,3.03161541792984,7.38007380073801,0,0,8.94134477825465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5425700687467,0,0,0,0,17.8926441351889,0,0,0,0,0,0,0,3.78787878787879,0,0,0,1.7611835153223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14364640883978,0,0,6.51041666666667,0,0,0,0,0,0,0,0,0,0,209.677419354839
"ASV_1296",6.81044267877412,3.11708552503409,6.5050266114725,12.0005274957141,5.03235082674335,3.91498881431767,2.68859718488059,4.12501983182611,0,4.70465237846315,3.04321363359708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0297699594046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2605042016807,0,123.499142367067,0,0,0,47.8214665249734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1300",0,0,0,0,0,0,0,0,0,12.5457396759017,0,0,0,0,0,3.57653791130186,0,0,0,8.16802800466744,4.08291457286432,0,29.25672113864,0,6.21761658031088,0,0,0,0,8.41799709724238,0,15.1443445338381,0,0,7.80814277746793,0,0,0,22.2129086336966,12.921751615219,0,0,7.6112412177986,0,0,0,0,12.4796527400977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1301",10.6696935300795,11.104617182934,5.91366055588409,9.62679678227614,10.78360891445,4.47427293064877,14.5500553534715,11.7404410598128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03527815468114,4.30169199885288,14.9298297999403,2.9171528588098,44.4409547738693,5.08762012436405,11.070110701107,13.1004366812227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1305",6.12939841089671,0,0,4.21996571277858,5.60747663551402,0,1.58152775581211,0,6.64251207729469,9.40930475692629,0,5.19705500216544,15.170151701517,11.7109397315053,0,0,0,0,23.2905344879068,14.294049008168,0,0,23.4580917237744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1306",9.7616345062429,9.35125657510228,7.09639266706091,10.0224185678491,12.94033069734,6.71140939597315,9.48916653487269,13.8029509757258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1310",0,0,0,0,0.287562904385334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1311",9.30760499432463,6.62380674069745,8.57480780603193,10.2861664248978,9.2020129403307,13.9821029082774,5.69349992092361,18.5625892432175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475624256837099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1312",0.908059023836549,0,0,0.659369642621654,0,0,0.790763877906057,0.793273044581945,6.94444444444444,0,1.21728545343883,1.73235166738848,0,0.856898029134533,0,3.21888412017167,2.03527815468114,1.14711786636077,3.88175574798447,1.75029171528588,4.39698492462312,0,2.37216657880865,3.43106674984404,3.36787564766839,1.58982511923688,0.951248513674197,1.86567164179104,1.75361683472161,6.67634252539913,10.148849797023,2.36630383341221,2.12765957446809,0,0,0,8.98995240613432,0,3.35289186923722,7.89662598707825,0,1.49105367793241,1.17096018735363,0,1.95567144719687,7.32600732600733,2.84738041002278,0,7.63972657820667,0,0,0,1.53964588144727,3.87460373370905,0,0,3.12891113892365,0,6.8649885583524,0,0,2.32198142414861,3.59712230215827,11.6086235489221,0,0,0,0,10.2516309412861,0,0,0,0,0,0,0,0,0,0,0,0,2.78551532033426,0,0,0,0,2.09753539590981,0
"ASV_1313",4.54029511918275,2.5326319890902,2.66114725014784,8.43993142555717,3.16319194823868,2.79642058165548,5.21904159417998,2.69712835157861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25388601036269,8.21409644939057,11.1771700356718,11.4605543710021,8.32967996492766,2.90275761973875,7.893549842129,11.8315191670611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1316",1.36208853575482,3.11708552503409,0,0.923117499670315,1.15025161754134,0,2.68859718488059,1.74520069808028,2.11352657004831,1.56821745948772,0.608642726719416,2.59852750108272,1.230012300123,0,0.925925925925926,4.29184549356223,0,0,2.09017617199164,0,1.09924623115578,0,0.790722192936215,0.935745477230193,0,1.85479597244303,2.14030915576694,3.73134328358209,0,0,0,0.473260766682442,0,0,6.13496932515337,2.75482093663912,9.78318350079323,0,3.35289186923722,7.17875089734386,0,4.47316103379722,0,0,12.0599739243807,4.88400488400488,3.41685649202733,2.1703743895822,1.60836349014877,0,0,0,0,5.63578724903135,1.77462289263531,0,0,0,0,3.1578947368421,11.9521912350598,0,0,0,0,0,8.2815734989648,0,2.79589934762349,11.3871635610766,4.20521446593776,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2675626145388,0,0,0
"ASV_1317",0,0,0,0,0,0,0,0,6.03864734299517,0,21.6068167985393,7.36249458640104,0,25.706940874036,4.16666666666667,3.93419170243205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1189846641988,0,0,0,10.5820105820106,0,0,0,0,24.013024013024,13.6674259681093,16.2778079218665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573558933180384,0,0,11.1494974874372,0,0,2.80723643169058,4.14507772020725,1.32485426603074,0,4.79744136460554,0,2.90275761973875,0,0,2.12765957446809,0,0,2.06611570247934,0,0,0,9.33237616654702,0,4.47316103379722,0,0,2.28161668839635,0,0,0,23.3212706071572,0,0,0,6.9284064665127,0,0,0,0,0,0,0,15.9362549800797,1.54798761609907,0,4.97512437810945,0,0,2.0703933747412,8.57632933104631,0,0,1.6820857863751,0,0,88.3977900552486,0,20.6093189964158,31.25,25.923016496465,0,2.89855072463768,0,0,11.5761353517364,6.16016427104723,11.6065974343311,0,0,0
"ASV_1320",13.6208853575482,13.8320670173388,10.3489059727972,15.561123565871,5.60747663551402,13.1431767337808,8.06579155464178,4.44232904965889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4849208719021,7.58459743290548,17.2738693467337,6.78349349915206,48.4976278334212,0,0,8.74403815580286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1322",24.9716231555051,3.70153906097799,7.98344175044352,4.61558749835158,10.0647016534867,5.31319910514541,18.5038747430017,7.93273044581945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7234042553191,32.5634229458538,49.079754601227,53.030303030303,22.7392913802221,14.8148148148148,10.896898575021,8.25556353194544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.808764940239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.346429595641,17.0200059719319,0,0,0,21.876647337902,0,0,0,0,12.7931769722815,4.82244629548444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.46969696969697,9.50734658599827,18.6500888099467,16.1662817551963,0,36.379769299024,66.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1325",0,0,0,1.7143610708163,0,0,0.474458326743634,0.793273044581945,2.71739130434783,0,0,6.4963187527068,1.640016400164,1.42816338189089,0,1.43061516452074,4.74898236092266,2.58101519931173,5.0761421319797,5.25087514585764,14.6042713567839,3.39174674957603,2.37216657880865,6.55021834061135,6.99481865284974,0.529941706412295,0.951248513674197,4.53091684434968,0,0,0.6765899864682,1.18315191670611,0,0,1.67317345231456,0,3.70174510840825,0,0,0,6.73400673400673,5.46719681908549,1.75644028103044,3.53356890459364,11.0821382007823,2.03500203500204,3.41685649202733,0,0,0,0,0,0,13.7372314195139,0,0,1.25156445556946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1326",1.13507377979569,1.16890707188778,0,0,0.862688713156003,0,0.790763877906057,3.01443756941139,1.20772946859903,0,0,2.59852750108272,0,0,0,1.07296137339056,0,2.86779466590192,3.88175574798447,1.16686114352392,8.32286432160804,0,6.85292567211386,4.36681222707424,0,0.529941706412295,1.18906064209275,1.59914712153518,0,2.322206095791,0,5.44249881684808,0,0,0,0,7.6679005817028,0,1.67644593461861,16.1521895190237,0,1.49105367793241,1.75644028103044,0,2.60756192959583,0.814000814000814,0,7.59631036353771,0,0,0,0,0,4.22684043677351,0,0,8.1351689612015,9.1743119266055,0,3.1578947368421,3.98406374501992,15.4798761609907,5.39568345323741,0,0,0,0,0,0,0,0,2.12539851222104,0,0,0,0,0,0,0,0,0,0,6.233303650935,0,0,0,0,10.4838709677419
"ASV_1327",0,0,0,0,0,0,0,0,10.8695652173913,5.75013068478829,12.7814972611077,0,10.660106601066,15.7097972007998,15.7407407407407,0,1.35685210312076,0,14.3326366079427,4.66744457409568,0,0,0,10.9170305676856,0,2.64970853206147,0,0,0,7.25689404934688,9.4722598105548,0,20.2127659574468,0,0,0,0,0,0,0,0,0,0,15.9010600706714,0,0,0,0,0,0,0,0,5.38876058506544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1328",0,0,0,0,2.87562904385334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06609808102345,0,0,0,3.31282536677709,0,0,0,0,0,0,0,0,2.88600288600289,0.99403578528827,1.75644028103044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1329",0,0,0,0,9.2020129403307,0,0,0,12.3792270531401,0,0,0,13.120131201312,0,0,9.29899856938484,9.49796472184532,0,0,0,0,6.78349349915206,18.9773326304692,0,0,0,0,0,0,0,0,7.33554188357785,0,0,0,0,12.9561078794289,0,0,0,0,16.4015904572565,0,0,0,0,0,0,0,7.57575757575758,0,0,0,18.6685452624163,7.98580301685892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1330",11.577752553916,4.67562828755114,6.2093435836783,8.17618356850851,16.1035226455787,4.47427293064877,15.8152775581211,8.25003966365223,0,0,0,0,0,0,0,0.715307582260372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1336",0,0,0,0,0.718907260963336,0,1.26522220464969,0,0.905797101449275,0,0,0,0.820008200082001,0,0,0.715307582260372,6.10583446404342,0,5.67333532397731,6.41773628938156,33.7625628140703,0,3.95361096468108,3.43106674984404,0.518134715025907,1.58982511923688,0,0.533049040511727,0,1.1611030478955,0,0,3.19148936170213,0,6.69269380925823,4.13223140495868,9.51877313590693,5.92592592592593,3.77200335289187,7.89662598707825,0,0,0,0.88339222614841,0,0,0,0,0,0,0,0,0,2.81789362451567,0,0,1.25156445556946,0,0,0,0,0,0,0,0,0,0,0,3.72786579683131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1338",0,0,0,0,5.60747663551402,22.0917225950783,8.54024988138542,2.69712835157861,0,6.27286983795086,13.0858186244674,7.79558250324816,3.280032800328,9.42587832047986,10.6481481481481,0,0,10.8976197304273,0,0,0,6.78349349915206,6.58935160780179,10.9170305676856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2942345924453,17.5644028103045,11.4840989399293,11.0821382007823,41.5140415140415,7.40318906605923,4.34074877916441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7262569832402,15.1260504201681,0,0,25.1630941286114,50.7246376811594,0,38.2571732199787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1340",0,0,0,0,0,0,0,0,0,0,0,0.86617583369424,0,0,0,0,2.71370420624152,2.58101519931173,1.19438638399522,1.16686114352392,0,0,1.05429625724829,1.87149095446039,5.95854922279793,1.85479597244303,1.4268727705113,2.9317697228145,0,1.1611030478955,7.6680198466396,2.12967345007099,6.38297872340426,7.19424460431655,10.5967651979922,4.13223140495868,20.6240084611317,0,3.35289186923722,11.8449389806174,1.92400192400192,0,0,0,2.28161668839635,0,0,1.62778079218665,1.60836349014877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60756192959583,15.1933701657459,0,0,2.60416666666667,0,0,2.89855072463768,0,2.78551532033426,0,0,0,67.9320679320679,5.76822233875197,7.25806451612903
"ASV_1342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10583446404342,2.86779466590192,12.242460435951,1.4585764294049,23.5552763819095,0,7.64364786505008,4.9906425452277,0,0,0,0,0,0,0,0,0,3.40780007572889,25.0976017847183,0,11.1052353252247,2.96296296296296,18.02179379715,7.89662598707825,0,0,0,0,0,0,0,0,1.60836349014877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79589934762349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1344",10.2156640181612,2.72744983440483,1.77409816676523,8.83555321113016,6.47016534867002,5.59284116331096,5.85165269650482,5.71156592099,6.34057971014493,8.88656560376372,2.73889227023737,12.9926375054136,6.15006150061501,6.56955155669809,4.62962962962963,11.8025751072961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814000814000814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
