0	51
0	77
0	62
1	106
0	99
2	62
0	35
0	127
1	44
0	71
1	57
0	61
1	47
0	84
0	34
0	50
0	48
0	58
0	40
1	75
1	34
1	80
0	80
0	39
0	47
0	108
0	85
0	52
0	39
0	44
0	65
0	39
1	116
1	44
0	50
0	31
0	59
1	52
2	54
1	50
1	35
0	40
0	46
0	44
0	63
0	57
1	59
0	109
0	53
1	63
1	69
0	32
0	63
0	37
0	49
1	32
0	32
0	68
0	47
0	59
0	61
1	39
0	39
0	62
1	53
0	47
0	57
0	65
2	141
1	141
2	59
0	36
0	45
1	48
0	60
1	69
0	62
1	31
0	42
0	44
1	39
0	70
0	34
1	57
1	56
0	80
0	82
2	49
1	54
0	39
0	69
0	43
0	60
1	35
0	59
0	54
2	86
3	63
2	63
0	35
1	35
0	60
1	52
0	76
0	73
0	42
0	51
0	41
0	35
0	32
0	45
2	76
1	50
0	90
0	85
2	83
1	84
0	61
1	57
0	53
1	53
0	77
0	83
1	83
0	61
1	77
0	33
0	62
1	66
0	43
3	72
1	49
0	89
0	42
1	66
0	70
0	84
1	88
0	48
2	72
0	54
1	91
1	71
1	55
0	70
0	53
2	91
0	57
1	70
0	34
1	69
1	79
0	35
0	50
0	68
0	64
1	55
0	55
0	65
2	65
2	62
0	52
1	42
0	55
0	65
2	89
0	39
1	72
0	60
0	38
3	71
2	47
0	35
0	75
1	72
1	38
1	85
3	84
0	74
1	43
0	44
1	61
2	61
0	46
1	69
0	39
0	72
4	93
0	75
0	54
0	63
0	48
0	59
2	70
0	43
0	44
0	77
1	56
0	76
1	48
0	71
1	59
0	67
0	86
1	71
0	64
0	80
0	40
0	77
1	52
0	40
0	59
1	33
